FECHA (YYMMDD);HORA (HHMM);Temperatura (°C);
251129;0900;18,7175;
251129;1000;18,7975;
251129;1100;19,945;
251129;1200;20,1575;
251129;1300;20,55;
251129;1400;20,4775;
251129;1500;19,205;
251129;1600;18,315;
251129;1700;17,7675;
251129;1800;17,13;
251129;1900;16,7475;
251129;2000;16,38;
251129;2100;15,915;
251129;2200;15,685;
251129;2300;15,68;
251130;0000;15,7125;
251130;0100;15,58;
251130;0200;15,43;
251130;0300;15,2975;
251130;0400;15,3725;
251130;0500;15,04;
251130;0600;14,9675;
251130;0700;15,3775;
251130;0800;16,945;
251130;0900;18,505;
251130;1000;18,84;
251130;1100;19,6425;
251130;1200;18,65;
251130;1300;18,75;
251130;1400;19,17;
251130;1500;19,2025;
251130;1600;19,27;
251130;1700;18,45;
251130;1800;17,025;
251130;1900;16,54;
251130;2000;15,9675;
251130;2100;15,1275;
251130;2200;14,0375;
251130;2300;13,45;
251201;0000;13,0175;
251201;0100;12,4925;
251201;0200;12,02;
251201;0300;12,15;
251201;0400;12,35;
251201;0500;11,64;
251201;0600;11,795;
251201;0700;12,87;
251201;0800;16,425;
251201;0900;18,305;
251201;1000;19,28;
251201;1100;20,4025;
251201;1200;20,545;
251201;1300;20,415;
251201;1400;20,5;
251201;1500;19,5325;
251201;1600;18,3225;
251201;1700;18,52;
251201;1800;17,9375;
251201;1900;17,2;
251201;2000;16,625;
251201;2100;16,3125;
251201;2200;15,72;
251201;2300;15,18;
251202;0000;14,76;
251202;0100;14,615;
251202;0200;14,41;
251202;0300;14,1725;
251202;0400;13,3375;
251202;0500;13,1475;
251202;0600;14,4475;
251202;0700;16,86;
251202;0800;18,605;
251202;0900;19,6175;
251202;1000;21,3675;
251202;1100;21,5925;
251202;1200;22,5225;
251202;1300;22,79;
251202;1400;21,9475;
251202;1500;21,4125;
251202;1600;20,7325;
251202;1700;20,9775;
251202;1800;20,5;
251202;1900;19,68;
251202;2000;18,375;
251202;2100;18,01;
251202;2200;17,18;
251202;2300;16,6725;
251203;0000;15,9125;
251203;0100;15,3175;
251203;0200;15,12;
251203;0300;14,6775;
251203;0400;14,0575;
251203;0500;13,8025;
251203;0600;14,21;
251203;0700;15,4575;
251203;0800;18,53;
251203;0900;21,6075;
251203;1000;24,545;
251203;1100;26,475;
251203;1200;27,3825;
251203;1300;28,15;
251203;1400;27,2525;
251203;1500;26,375;
251203;1600;25,6775;
251203;1700;26,25;
251203;1800;24,3625;
251203;1900;21,7075;
251203;2000;20,22;
251203;2100;19,6275;
251203;2200;18,6175;
251203;2300;17,8625;
251204;0000;16,8875;
251204;0100;15,8225;
251204;0200;15,425;
251204;0300;15,3;
251204;0400;14,59;
251204;0500;13,685;
251204;0600;15,0775;
251204;0700;16,9875;
251204;0800;19,55;
251204;0900;21,8525;
251204;1000;24,5925;
251204;1100;25,785;
251204;1200;26,4375;
251204;1300;26,2225;
251204;1400;26,2125;
251204;1500;25,66;
251204;1600;25,135;
251204;1700;24,5575;
251204;1800;23,1125;
251204;1900;19,645;
251204;2000;17,285;
251204;2100;16,28;
251204;2200;15,78;
251204;2300;15,21;
251205;0000;14,9;
251205;0100;14,5825;
251205;0200;13,87;
251205;0300;13,035;
251205;0400;12,32;
251205;0500;11,5875;
251205;0600;12,5725;
251205;0700;14,1275;
251205;0800;16,5775;
251205;0900;19,6175;
251205;1000;22,7225;
251205;1100;25,83;
251205;1200;26,6875;
251205;1300;27,35;
251205;1400;27,685;
251205;1500;27,07;
251205;1600;26,8175;
251205;1700;26,4275;
251205;1800;24,65;
251205;1900;21,67;
251205;2000;19,85;
251205;2100;18,645;
251205;2200;18,325;
251205;2300;18,2325;
251206;0000;16,5075;
251206;0100;15,015;
251206;0200;14,0175;
251206;0300;13,4175;
251206;0400;12,9375;
251206;0500;12,65;
251206;0600;13,0975;
251206;0700;15,65;
251206;0800;18,485;
251206;0900;20,23;
251206;1000;22,8825;
251206;1100;25,9175;
251206;1200;28,4825;
251206;1300;25,96;
251206;1400;24,65;
251206;1500;24,6475;
251206;1600;22,5025;
251206;1700;20,285;
251206;1800;18,615;
251206;1900;16,7175;
251206;2000;16,01;
251206;2100;15,83;
251206;2200;15,805;
251206;2300;15,7675;
251207;0000;15,7975;
251207;0100;15,5925;
251207;0200;14,745;
251207;0300;14,135;
251207;0400;13,805;
251207;0500;13,605;
251207;0600;14,575;
251207;0700;16,3475;
251207;0800;18,3675;
251207;0900;20,7425;
251207;1000;22,2;
251207;1100;21,875;
251207;1200;21,1125;
251207;1300;19,445;
251207;1400;19,405;
251207;1500;20,33;
251207;1600;19,3975;
251207;1700;20,51;
251207;1800;20,355;
251207;1900;18,96;
251207;2000;17,4625;
251207;2100;16,2075;
251207;2200;15,6925;
251207;2300;15,265;
251208;0000;15,155;
251208;0100;14,715;
251208;0200;14,3825;
251208;0300;14,41;
251208;0400;14,54;
251208;0500;14,6075;
251208;0600;15,0025;
251208;0700;16,8425;
251208;0800;17,83;
251208;0900;18,7725;
251208;1000;18,9175;
251208;1100;19,905;
251208;1200;22,0575;
251208;1300;23,5175;
251208;1400;21,665;
251208;1500;18,5825;
251208;1600;17,1375;
251208;1700;16,7475;
251208;1800;16,91;
251208;1900;16,49;
251208;2000;16,16;
251208;2100;16,0275;
251208;2200;15,9375;
251208;2300;15,935;
251209;0000;15,8;
251209;0100;15,7925;
251209;0200;15,525;
251209;0300;14,99;
251209;0400;14,895;
251209;0500;;
251209;0600;;
251209;0700;;
251209;0800;;
251209;0900;;
251209;1000;;
251209;1100;;
251209;1200;;
251209;1300;;
251209;1400;15,7833;
251209;1500;18,175;
251209;1600;17,9475;
251209;1700;17,8;
251209;1800;18,1225;
251209;1900;17,6325;
251209;2000;16,3725;
251209;2100;15,7525;
251209;2200;15,45;
251209;2300;15,1275;
251210;0000;14,8975;
251210;0100;14,66;
251210;0200;14,9875;
251210;0300;15,505;
251210;0400;15,74;
251210;0500;15,7875;
251210;0600;16,0925;
251210;0700;16,74;
251210;0800;17,385;
251210;0900;17,8975;
251210;1000;18,2625;
251210;1100;18,58;
251210;1200;18,9525;
251210;1300;19,1775;
251210;1400;20,0625;
251210;1500;19,355;
251210;1600;19,7675;
251210;1700;18,92;
251210;1800;17,465;
251210;1900;16,6125;
251210;2000;15,6025;
251210;2100;15,42;
251210;2200;15,4925;
251210;2300;15,465;
251211;0000;15,2475;
251211;0100;14,8225;
251211;0200;14,6875;
251211;0300;14,275;
251211;0400;14,0025;
251211;0500;13,9725;
251211;0600;14,67;
251211;0700;16,18;
251211;0800;17,46;
251211;0900;19,01;
251211;1000;20,895;
251211;1100;22,1925;
251211;1200;22,9625;
251211;1300;23,635;
251211;1400;24,1075;
251211;1500;23,815;
251211;1600;23,225;
251211;1700;22,4825;
251211;1800;21,075;
251211;1900;19,4175;
251211;2000;;
251211;2100;;
251211;2200;;
251211;2300;;
